requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
1,scientist,NNS,PERSON,NOUN.PERSON,exploit,VB,TV,TRUE,datum from burst,NNS,O,NOUN.ACT ,1
1,scientist,NNS,PERSON,NOUN.PERSON,origin of,IN,OTHER,FALSE,Gamma-Ray Bursts,NNPS,MISC,OTHER ,0
1,scientist,NNS,PERSON,NOUN.PERSON,exploit,VB,TV,TRUE,datum,NNS,O,NOUN.COGNITION ,1
1,scientist,NNS,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin of Gamma-Ray Bursts,NNPS,MISC,NOUN.LOCATION ,1
1,scientist,NNS,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin,NN,O,NOUN.LOCATION ,1
2,scientist,NNS,PERSON,NOUN.PERSON,exploit,VB,TV,TRUE,grb afterglow characteristic,NNS,O,NOUN.COGNITION ,1
2,scientist,NNS,PERSON,NOUN.PERSON,exploit,VB,TV,TRUE,discover grb afterglow characteristic,NNS,O,NOUN.COGNITION ,1
2,Swift instrumentation,NN,O,NOUN.ARTIFACT,shall allow,VB,TV,FALSE,scientist,NNS,O,NOUN.PERSON ,0
2,scientist,NNS,PERSON,NOUN.PERSON,exploit,VB,TV,TRUE,newly discover grb afterglow characteristic,NNS,O,NOUN.COGNITION ,1
3,scientist,NNS,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin of grb,NNS,O,NOUN.LOCATION ,1
3,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,class,NNS,O,NOUN.GROUP ,1
3,Swift,NNP,PERSON,NOUN.PERSON,shall allow,VB,TV,FALSE,scientist,NNS,O,NOUN.PERSON ,0
3,GRB blast wave,NNS,PERSON,NOUN.PERSON,interact with,IN,TV,FALSE,surroundings,NNS,O,NOUN.STATE ,1
3,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,different class,NNS,O,NOUN.GROUP ,1
3,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,class of burst,NNS,O,NOUN.ACT ,1
3,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,different class of burst,NNS,O,NOUN.ACT ,1
3,Swift,NNP,PERSON,NOUN.PERSON,shall allow,VB,TV,FALSE,determine,VB,O,VERB.COMMUNICATION ,0
3,scientist,NNS,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin,NN,O,NOUN.LOCATION ,1
4,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,OTHER,FALSE,slew in direction,NN,O,NOUN.LOCATION ,0
4,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,OTHER,FALSE,slew,NNS,O,NOUN.QUANTITY ,0
4,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,OTHER,FALSE,slew in direction of GRB,NNP,O,NOUN.QUANTITY ,0
4,slew,NNS,O,NOUN.QUANTITY,be in,IN,TV,FALSE,direction of GRB,NNP,O,NOUN.LOCATION ,0
4,spacecraft,NN,O,NOUN.ARTIFACT,bring,VBG,TV,FALSE,it,PRP,O,NOUN.COGNITION ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate via dual redundant mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate,VBZ,O,NOUN.COGNITION ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate via mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate to s/c via redundant mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate via dual mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate to s/c,NN,O,NOUN.COGNITION ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate to s/c via mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
5,Swift,NNP,PERSON,NOUN.PERSON,shall have,VB,TV,FALSE,Communications Network communicate to s/c via dual mil-std-1553b serial interface,NN,O,NOUN.ARTIFACT ,0
